Node_id ; adjacency_list
2753222916 > [2753222912, 2753222921]
4351295045 > [3682817932]
2753222968 > [2753222969, 2753222967]
2753222969 > [2753222973, 2753222968]
2753222974 > [2753222975]
2753222975 > [2753222978, 2753222973]
2753222973 > [2753222975, 2753222969]
2753222962 > [2753222963]
2753222963 > [2753222964, 2753222962]
2753222966 > [2753222967]
2753222967 > [2753222968, 2753222966]
2753222964 > [2753222965, 2753222963]
2753222965 > [2753222964]
2753222952 > [2753222949]
2753222953 > [2753222956, 2753222951]
2753222956 > [2753222953]
762990658 > [5092209851]
762990659 > [1980676833]
2753222947 > [2753222951, 2753222944]
2753222944 > [2753222947, 2753222938]
2753222945 > [2753222942, 2753222948]
2753222951 > [2753222953, 2753222947]
762990660 > [346110314]
2753222948 > [2753222945, 2753222949]
762990661 > [766262483]
2753222949 > [2753222948, 2753222952]
762990655 > [3373178625]
4061433688 > [356376895, 4061435389]
2753222978 > [2753222979, 2753222975]
2753222979 > [2753222980, 2753222978]
2753222976 > [2753222977, 766262463]
2753222977 > [2753222979, 2753222976]
2753222980 > [766262454, 2753222979]
4351295038 > [4351295031, 806298324]
4351295031 > [4351295022, 4351295038]
4052454649 > [2049396724, 1115979465]
4351295022 > [806298460, 4351295031]
2312631468 > [1730258850, 3136552946]
750473529 > [750473569]
750473528 > [750473549, 750473909]
750473535 > [750473567, 750473560]
750473534 > [4352936805, 4352936806]
750473533 > [750473568, 750473570]
750473526 > [4352936806, 750473536]
2188771287 > [358001564, 3334140308]
3024341491 > [3022830956, 3338285051]
2262432538 > [2262432553, 2262432504]
2262432542 > [418553499, 2262432553]
750473571 > [750473554, 750473556]
750473570 > [750473533, 750473566]
750473569 > [750473529, 750473546]
750473568 > [750473537, 750473533]
750473575 > [750473540, 750473539]
750473573 > [750473566, 750473533]
4597575656 > [4597575657, 4597575655]
4597575657 > [4597575658, 4597575656]
4597575658 > [4597575649]
750473560 > [750473535, 750473543]
4597575659 > [4597575658]
750473567 > [750473533, 750473535]
750473566 > [750473570, 750473573]
750473555 > [750473556, 750473549]
750473554 > [750473541, 750473571]
4597575649 > [4597575658, 3674492130]
750473553 > [750473539, 750473557]
4597575651 > [4597575652]
4597575652 > [4597575653, 4597575651]
4597575653 > [4597575654, 4597575652]
750473557 > [750473553, 750473537]
4597575654 > [4597575655, 4597575653]
750473556 > [750473571, 750473555]
4597575655 > [4597575656, 4597575654]
750473547 > [750473543, 4352936805]
2262432553 > [2262432542, 2262432538]
750473546 > [750473569, 750473538]
750473549 > [750473555, 750473528]
750473539 > [750473575, 750473553]
750473538 > [750473546, 750473529]
750473537 > [750473557, 750473568]
750473536 > [750473526, 750473567]
750473543 > [750473560, 750473547]
4054092889 > [3376113034, 2195221343]
750473541 > [750473567, 750473554]
750473540 > [750473529, 750473575]
3280452997 > [4351295053]
750473912 > [750473905]
3280452996 > [3280452995]
3280452995 > [3280452994, 3280452996]
750473918 > [1910957593]
3280452994 > [3280452993, 3280452995]
3280452993 > [3280452992, 3280452994]
3280452992 > [3280453016, 3280453000]
750473905 > [750473912]
3280453005 > [3280453004]
750473904 > [3085631546]
3240935207 > [3240935220]
3280453004 > [3280453005]
4794770374 > [4794770373]
3280453001 > [2696062327, 5186277986]
4794770373 > [429324231]
750473909 > [750473528, 4092753464]
3280453000 > [3280452992, 357845492]
3240935228 > [3240935231, 3240935185]
3280453015 > [3280453014, 3280453016]
3280453014 > [3280453013, 3280453015]
3240935230 > [3240935198, 3240935236]
3280453013 > [3280453012, 3280453014]
3240935231 > [3240935573, 3240935228]
3280453012 > [3280453011, 3280453013]
3280453011 > [3280453010, 3280453012]
3280453010 > [3280453009, 3280453011]
3280453009 > [293390682, 3280453016]
3240935227 > [416513313, 416513317]
3240935220 > [3240935222, 3240935207]
3240935221 > [3240935240, 3240935219]
3240935222 > [3240935220]
3280453021 > [3280453020]
3280453020 > [3280453021]
3280453017 > [5125998447, 4421726009]
3280453016 > [3280453009, 3280452992]
3240935219 > [416513317, 416513323]
3240935180 > [3240935169]
2047607848 > [2047607849]
2047607849 > [2047607848]
2047607850 > [2047607848]
3280453024 > [345682115, 345682117]
3240935179 > [416513327, 2290509041]
3240935173 > [416513327, 416513332]
2047607847 > [2047607848]
3240935169 > [3240935180, 3240929139]
3280453034 > [4938474908]
3280453032 > [4081331387]
3240935197 > [2290509042, 416513327]
3240935198 > [3240935230]
3240935185 > [3240935228]
2967391898 > [2967391896, 2967391906]
2967391899 > [2967391904, 2967391890]
2967391896 > [2967391920, 2967391898]
2967391897 > [2967391906, 2967391907]
2967391893 > [2967391879, 2967391891]
2967391890 > [2967391899, 5104936745]
2967391891 > [2967391887, 2967391916]
2967391886 > [2967391887]
2967391887 > [2967391886, 2967391891]
2967391882 > [2967391879, 2967391898]
2967391881 > [2967391914, 2967391878]
2967391878 > [2967391911]
2967391879 > [2967391876, 2967391882]
2967391876 > [2967391879]
3501240045 > [4289854397]
2967391872 > [2967391878]
3143681280 > [3143681278, 3143681281]
3143681281 > [3143681280, 3143681288]
3240935246 > [3240935579, 3240935242]
3143681283 > [3143681284]
2967391930 > [2967392566, 2967392537]
3143681284 > [3143681287, 3143681283]
3240935240 > [3240935242, 3240935221]
2967391931 > [2967392553, 2967392533]
3143681285 > [3143681283]
3240935242 > [3240935246, 3240935240]
3143681287 > [3143681284]
2967391926 > [2965764016, 2967392554]
3143681288 > [3143681281]
2036205366 > [4348308268, 1256281859]
3240935236 > [3240935230, 3240935567]
2967391927 > [2967392552, 2967392538]
2967391924 > [2967391925, 2967392535]
2036205365 > [2614392798]
2967391925 > [2967391914, 2967391924]
2967391923 > [2967391921, 2967391926]
3240935234 > [2281729345, 2281729344]
2967391920 > [2967391916, 2967391896]
2967391921 > [2967392538, 2967391923]
2967391918 > [2967391912]
3240935260 > [3240935563, 3240935566]
5125984249 > [3404196166, 3404196167]
2967391916 > [2967391915, 2967391920]
5125984251 > [3404198092, 3578125430]
2967391914 > [2967391911, 2967391925]
2967391915 > [2967391913, 2967391916]
2967391912 > [2967391918, 2967391909]
3240935258 > [3240935561, 3240935564]
2967391913 > [2967391915]
3240935253 > [2281729346, 429333212]
2967391911 > [2967391909, 2967391914]
2967391908 > [2967392533, 2967391904]
3240935254 > [3240935578, 3240935248]
2967391909 > [2967391907, 2967391911]
2967391906 > [2967391898, 2967391897]
3240935248 > [3240935254]
2967391907 > [2967391897, 2967391909]
2967391904 > [2967391908, 2967391899]
4625231142 > [4625231141, 4625231143]
4625231143 > [4625231142]
4625231140 > [4625231156, 4625231141]
4625231141 > [4625231140, 4625231142]
2401104272 > [2401104270, 358015064]
4625231166 > [1834897240, 1217724184]
4996028248 > [4996028249, 4996028247]
2401104268 > [2401104270]
4625231167 > [1834897228, 4625231168]
4996028249 > [4996028248]
2401104270 > [2401104268, 2401104272]
4625231162 > [4625231127, 4625231161]
4625231163 > [1402106017, 3868606223]
4625231160 > [4625231168, 4625231167]
4996028254 > [4996028245]
2401104266 > [358015064]
4625231161 > [4625231162]
4996028255 > [4996028256, 4996028254]
4625231158 > [4625231159]
4625231159 > [4625231160, 4625231158]
4625231156 > [4625231125, 4625231140]
4625231157 > [4625231125]
4625231154 > [1834897227]
4625231155 > [4625231169, 1834897233]
4996028245 > [4996028246, 4996028254]
4625231152 > [4625231126]
4996028246 > [4996028247, 4996028245]
4625231153 > [4625231126]
4996028247 > [4996028248, 4996028246]
2967391870 > [2967391867, 5240878996]
2967391866 > [4807720870, 291319640]
2967391867 > [2967391876, 2967391870]
4996028256 > [4996028257, 4996028255]
4996028257 > [4996028258, 4996028256]
4996028258 > [4996023240, 4996028257]
4996028259 > [3135253803, 4996023240]
4996028260 > [3135253803]
4625231126 > [4625231153, 4625231152]
4625231127 > [4625231163, 4625231162]
4625231125 > [4625231157, 4625231156]
3626804935 > [2017883232, 2017883233]
4625231170 > [4625231168, 1217724248]
4625231168 > [4625231167, 4625231170]
4625231169 > [1217724204, 4625231155]
1579229472 > [2152826098, 1866812729]
3834354568 > [4316877505, 3834354563]
3834354563 > [3834354568, 3834354564]
3834354562 > [4316877505]
3834354564 > [3834354563]
3834354578 > [3818162489, 2152775022]
3834354581 > [1582015149, 3756781348]
2473061451 > [2969739243]
1579229461 > [418554545, 2228469654]
2481319079 > [3887158868]
2481319078 > [2481319074, 3887158868]
2481319074 > [2481319071, 2481319078]
1732909063 > [4874155131, 4874155130]
1732909061 > [1708620204, 1730258792]
357853698 > [4492210273, 5257150857]
4054093509 > [2053985727, 2053985732]
4054093510 > [4054093509, 4054093511]
4054093511 > [4054093510, 4054093512]
2481319052 > [2481319056]
4054093512 > [4054093511]
2481319048 > [2481319032, 2481319051]
2481319051 > [2481319048]
2481319063 > [2481319056, 2481319071]
1813844841 > [1813844836, 1813844834]
1813844840 > [1490096748, 1813844836]
2481319056 > [4349792941, 2481319052]
2481319059 > [2614392709, 1837270799]
1813844842 > [3283369217, 1813844835]
1813844837 > [1813844834, 1813844839]
1813844836 > [1813844840, 1813844841]
1380724021 > [3278265935, 3278265916]
1813844839 > [1813844837, 1813844838]
2481319071 > [2481319063, 2481319074]
1813844838 > [1813844839, 3283369217]
2481319070 > [4349792941]
1813844835 > [1813844842, 416513505]
1813844834 > [1813844841, 1813844837]
2481319012 > [2481319022, 2481319015]
3143681249 > [3143681250]
2481319015 > [2481319012, 2481319017]
3143681250 > [3143681251]
3143681251 > [3143681250, 3143681252]
3143681252 > [3143681251, 3143681260]
2481319008 > [2481319005, 2481318981]
3143681253 > [3143681250, 3143681254]
2481319011 > [2481319020, 2481318991]
3143681254 > [3143681253, 3143681265]
3143681255 > [3143681273]
2481319020 > [2481319011]
3143681257 > [3143681261]
2481319022 > [2481319006, 2481319012]
2481319017 > [2481319015, 2481319032]
3143681260 > [3143681252, 3143681263]
3143681261 > [3143681268, 3143681257]
3143681263 > [3143681260, 3143681264]
3143681264 > [3143681263, 3143681269]
2481319028 > [4347622336]
3143681265 > [3143681254, 3143681266]
2481319031 > [2481319026]
3143681266 > [3143681265, 3143681276]
5098459255 > [5098459256, 5098459254]
5098459254 > [5098459255]
3834354463 > [1987901991, 3834354464]
3143681268 > [3143681271, 3143681261]
3143681269 > [3143681264, 3143681271]
3834354461 > [1152529706, 1987901966]
2481319027 > [4348284426, 3887158874]
2481319026 > [2481319031, 2481319022]
3143681271 > [3143681269, 3143681268]
2481319037 > [2481319028, 2481319031]
3143681273 > [3143681255, 3143681274]
3143681274 > [3143681273, 3143681275]
3143681275 > [3143681274, 3143681283]
2481319033 > [3887158867]
3143681276 > [3143681266]
4074736963 > [4074736961, 4074736962]
5098459257 > [5098459258, 5098459256]
2481319032 > [2481319017, 3887158867]
3143681277 > [3143681278]
4074736962 > [4074736963]
5098459256 > [5098459257, 5098459255]
5098459259 > [2493529405, 1950422461]
3143681278 > [3143681277, 3143681280]
4074736961 > [4074764393, 4074735120]
5098459258 > [4057676296, 5098459257]
2481318981 > [2481319008, 2481318978]
2481318983 > [2481318979]
2481318977 > [2481318976, 2481318985]
2481318976 > [2481318972, 2481318977]
2481318979 > [2481318960, 4348284426]
2481318978 > [2481318981]
2481318989 > [2481318972]
2481318988 > [2481318996]
3834354465 > [3834354464, 1987901979]
2481318991 > [2481319011]
4491998228 > [1381479026, 862655360]
3834354464 > [3834354463, 3834354465]
4491998227 > [3392477401, 1729024756]
2481318985 > [2481318977, 2481319003]
2481318996 > [2481319011, 2481318988]
2481319005 > [2481319008]
2481319006 > [2481319003, 2481319022]
2481319003 > [2481318985, 2481319006]
2897073005 > [2897072066, 346106846]
2897073004 > [2897073010, 2897072091]
2897073007 > [346106593, 5269776759]
5413944688 > [2739303745]
2897073006 > [2897072067, 2897073004]
2897073002 > [2897072090, 346106919]
2481318958 > [2481318961, 1837270688]
2481318965 > [4347617635, 2481318969]
3834354522 > [1372125099]
3240935166 > [3240929139]
2481318967 > [2481318962, 2481318965]
2481318966 > [2481318969, 4348299494]
2481318961 > [2481318963, 2481318958]
2897073016 > [346106387, 2897072073]
2481318960 > [4348276790, 2481318979]
3240935162 > [2290509041, 429333238]
2481318963 > [2481318965, 2481318961]
2481318962 > [2481318967]
2897073013 > [346106545, 2897072078]
2481318973 > [2481318977, 4348299495]
2897073012 > [2897072100, 2897072066]
2481318972 > [2481318970, 2481318976]
2897073015 > [2897072070, 2897072083]
2897073014 > [2897072098, 2897072100]
2481318969 > [2481318965, 2481318970]
2897073011 > [346106846, 459516803]
2481318970 > [2481318969, 2481318972]
2897073010 > [2897073004]
3834354539 > [4316877509]
3834354538 > [3818162520, 4316877493]
2285631448 > [817290225, 1493489676]
3834354540 > [4316877509]
3606337278 > [4050072820]
4309680365 > [1794082214]
1354485941 > [1354485224, 1354484885]
734178256 > [4074528503, 4074528499]
3116579286 > [3082649768, 3082649766]
2417365004 > [4794807010]
2417365005 > [278118377, 429324237]
2417365002 > [2417365000, 2417365003]
2417365003 > [2417365002, 429324238]
2417365000 > [278127328, 2417365002]
734178274 > [358089315, 2196774366]
2482377681 > [2482377631, 4348275787]
734178289 > [4074528499, 4074528497]
846574119 > [846574123]
846574124 > [846574122]
846574121 > [846574120]
846574120 > [846574121]
846574123 > [846574119]
846574122 > [844458733]
2482377631 > [2482411843]
756002149 > [755998002, 755992169]
4714633586 > [4714633585, 4714633587]
4714633587 > [4714633586, 4714633588]
4714633584 > [356309497, 2259712370]
4714633585 > [4714633584, 4714633586]
4714633588 > [4714633587, 4714634289]
1354485823 > [2131790399, 1354485108]
345347122 > [4925736098]
345347119 > [1217716845]
345347114 > [1217716845]
1237174641 > [519559656, 519559655]
756002270 > [357878244, 357878228]
762949036 > [2069583457, 2065921052]
1237174616 > [1237165599, 1237165594]
762949015 > [1807023779]
1579212500 > [1582022189]
2315455220 > [460163183, 1218067872]
1237174597 > [293390364, 1237165590]
2071132786 > [2071132787, 2071132785]
2071132787 > [2071132786]
1493489669 > [5255302795, 1493489672]
2071132784 > [2071132785, 762983424]
1493489671 > [2159925899]
2071132785 > [2071132786, 2071132784]
1493489666 > [5255302795]
1493489676 > [1493489675]
1493489677 > [2152973512]
1493489672 > [1493489669, 2152973512]
1493489673 > [1493489675, 2159925922]
1493489675 > [1493489676, 1493489673]
2071132770 > [2071132764]
2071132775 > [823347251, 823347264]
1354486179 > [1354485527, 1237364564]
762948704 > [762948697]
2071132779 > [2071132781, 823347251]
2071132782 > [762983424, 2071132781]
2071132783 > [762983472, 762983424]
2071132781 > [2071132782, 2071132779]
762948697 > [762948696, 762948704]
762948696 > [762948701, 762948697]
2071132755 > [2071132746]
1382470468 > [1380583963]
762948699 > [418584858, 762948701]
762948701 > [762948699, 762948696]
2071132758 > [2071132749]
762948700 > [418584848]
762948703 > [2552110235, 418584841]
1382470465 > [1382470480, 1380583963]
1354486163 > [1354485108, 1354485490]
2071132762 > [2071132736]
1382470476 > [1534711036, 1382470480]
2071132764 > [2071132770]
2071132736 > [823347269, 2071132742]
2071132742 > [2071132736, 2071132749]
1382470480 > [1382470476, 1382470465]
2071132746 > [2071132755, 2071132707]
2071132749 > [2071132742, 2071132758]
516267908 > [418554204]
2071132723 > [2071132714, 762983469]
1382470439 > [5033532910]
2201158260 > [3911927867]
366580883 > [844458640, 1012961168]
366580884 > [844458628]
2071132732 > [2071132749]
2071132706 > [2071132699]
2071132707 > [2071132746, 2071132697]
2071132704 > [2071132708, 2071132714]
2071132711 > [2071132736]
2071132708 > [2071132704]
2071132714 > [2071132704, 2071132723]
2488145198 > [356366863, 2731344401]
2071132688 > [2071132684, 2071132689]
2071132689 > [2071132688, 2071132676]
2071132693 > [2071132697, 2071132684]
2071132699 > [2071132697, 2071132706]
2071132697 > [2071132699]
2071132674 > [2071132684]
2290878973 > [2290878978]
2290878975 > [2290878977, 2290878971]
2071132676 > [2071132689]
2290878971 > [2290878975]
2071132684 > [2071132688]
516267847 > [418553573]
4524313638 > [4524313573, 4524313639]
4524313639 > [4524313638, 4524313603]
3514061036 > [3249109470, 3249105746]
3514061037 > [3249109654]
1354486042 > [1354485326, 1354486030]
4524313614 > [4524313543]
4524313613 > [4524313622]
4524313603 > [4524313639, 4524313595]
4524313600 > [2689676862]
1354486030 > [1354486042, 1354484978]
4524313622 > [4524313613]
736012828 > [731247955]
736012826 > [736012633]
772386776 > [772386803]
772386778 > [772386791, 2081762819]
